iMISID,ID,UJURIS,UJURIS1,NAME_CUT,UPO,NAMELSAD,TEST,USTATE,STATE_TITLE,COUNTYFP +,COUSUBFP,COUSUBNS,FIPS_PLACE_ID,ST_FIP,ICMA_REGION_CODE,UCNTY#,GEOID,UZIP,UTYPE,UID,UPOP,UGRAPH,UREGN,UMETRO,UFOG,STATEFP +,per_flood,drought,per_sea,flood_dummy,drought_dummy,sea_dummy,score_hazard,statereg,per_water,pop_total_log,pop_density_log,pop_growth,age_median,per_white,per_male,per_manufact,edu_bachelor,per_democrat,hh_oc,income_log,prior_env,prior_cli,greenaction,staffs,urban,impervious
173590,173590,Borough of Edgewater,"EDGEWATER, BOROUGH OF",Edgewater,Edgewater,Edgewater borough,TRUE,NJ,New Jersey,3,20020,885203,20020,3420020,NE,3,3400320020,07020-1222,1,5,7,2,1,2,1,34,79.3402914,1,76.30033461,2,1,2,5,1,0,9.351232111,7.501331076,49.9674352,37.2,53.3,47.4,8,51.5604681,54.34,39,11.33382272,3,3,0,0,100,0
173635,173635,Town of Kearny,"KEARNY, TOWN OF",Kearny,Kearny,Kearny town,TRUE,NJ,New Jersey,17,36510,885266,36510,3436510,NE,17,3401736510,07032-2604,1,2,5,2,1,2,1,34,54.7980546,2,54.23902809,2,1,2,5,1,18.41608057,10.61359017,7.535922911,0.422086738,36.4,73.6,51.5,9.8,11.4380223,54.34,45.8,10.98016093,2,1,4,6,100,0
174976,174976,Borough of South River,"SOUTH RIVER, BOROUGH OF",South River,South River,South River borough,TRUE,NJ,New Jersey,23,69420,885403,69420,3469420,NE,23,3402369420,08882-1247,1,5,6,2,1,2,1,34,16.2088652,2,15.39514378,2,1,2,5,1,5.142664221,9.680843876,7.703630155,4.477222295,37.2,76.2,50.8,10.5,13.8002774,60.37,66.2,11.03945985,3,1,2,0,98,0
378384,378384,Township of Toms River,"TOMS RIVER, TOWNSHIP OF",Toms River,Toms River,Toms River township,TRUE,NJ,New Jersey,29,73125,882074,73125,3473125,NE,29,3402973125,08753-7642,1,4,4,2,1,1,1,34,34.4063556,2,33.4948109,2,1,2,5,1,3.998736387,11.42123772,6.542232138,1.708915792,43,89.9,48,5.6,16.9678594,40.17,82.2,11.18350431,3,1,1,0,80,1
174809,174809,Township of Lawrence,"LAWRENCE, TOWNSHIP OF",Lawrence,Lawrenceville,Lawrence township,TRUE,NJ,New Jersey,21,39510,882126,39510,3439510,NE,21,3402139510,08648-0006,1,4,5,2,1,2,2,34,16.6794817,2,0,2,1,0,3,1,0,10.41846455,6.376550374,14.79131657,38.3,69.7,46.5,10,29.7539833,67.44,68.6,11.39293625,4,3,2,0,63,0
174696,174696,Township of Lower,"LOWER, TOWNSHIP OF",Lower,Villas,Lower township,TRUE,NJ,New Jersey,9,41610,882044,41610,3441610,NE,9,3400941610,08251-1300,1,4,6,2,1,2,2,34,0,2,32.23413303,0,1,2,3,1,24.06964958,10.03740637,5.924729568,-0.344301591,46.5,94.2,47.4,3.4,10.0593798,45.03,79.1,10.84155935,4,3,1,0,65,0
446186,446186,Township of Woolwich,"WOOLWICH, TOWNSHIP OF",Woolwich,Woolwich Township,Woolwich township,TRUE,NJ,New Jersey,15,82840,882144,82840,3482840,NE,15,3401582840,8085,1,4,8,2,1,2,1,34,7.5685076,1,6.255838369,1,1,1,3,1,0,9.230142999,5.21538532,236.4116095,35.7,81.1,49.8,12.6,27.2231497,55.42,90.2,11.60240047,3,2,2,0,48,1
174284,174284,Township of Aberdeen,"ABERDEEN, TOWNSHIP OF",Aberdeen,Aberdeen,Aberdeen township,TRUE,NJ,New Jersey,25,70,882121,70,3470,NE,25,3402500070,07747-2300,1,4,6,2,1,2,2,34,12.8591018,2,37.73766517,2,1,2,5,1,0,9.809726173,6.807490668,4.331385356,39,76.6,48.7,6.9,22.7493649,60.37,75.8,11.40048439,3,2,3,0,73,1
174750,174750,City of Bordentown,"BORDENTOWN, CITY OF",Bordentown,Bordentown,Bordentown township,TRUE,NJ,New Jersey,5,6700,882110,6670,346670,NE,5,3400506700,08505-1709,1,1,8,2,1,2,3,34,0.6941777,2,7.721213269,0,1,1,2,1,15.48884989,9.3384697,6.328687093,186.3945578,38.1,74.4,48.7,7.4,22.8764744,67.44,78.8,11.30047454,3,2,3,0,81,0
174656,174656,City of Brigantine,"BRIGANTINE, CITY OF",Brigantine,Brigantine,Brigantine city,TRUE,NJ,New Jersey,1,7810,885171,7810,347810,NE,1,3400107810,08203-2148,1,1,6,2,1,2,2,34,0,2,89.50773459,0,1,2,3,1,28.10991335,9.15377002,6.146769898,-24.9642687,48.4,87.3,48.8,3.3,22.2046466,56.98,64.1,11.03830319,4,4,6,0,42,0
174465,174465,City of Burlington,"BURLINGTON, CITY OF",Burlington,Burlington,Burlington township,TRUE,NJ,New Jersey,5,8950,882102,8920,348920,NE,5,3400508950,8016,1,1,7,2,1,2,1,34,0,1.818181818,4.048451566,0,1,1,2,1,5.442879431,10.02543966,6.489096416,132.0665571,39.6,59,47.5,8.2,17.3131927,58.8,78.4,11.33009578,3,3,6,0,92,0
173581,173581,Township of Cranford,"CRANFORD, TOWNSHIP OF",Cranford,Cranford,Cranford township,TRUE,NJ,New Jersey,39,15640,882214,15640,3415640,NE,39,3403915640,07016-2181,1,4,6,2,1,2,2,34,16.6827459,2,0,2,1,0,3,1,0,10.02681077,7.491367634,0.208167242,42.8,91.8,47.8,8.8,31.4937093,63.67,81.5,11.58106998,3,2,1,0,100,1
413359,413359,Township of Delanco,"DELANCO, TOWNSHIP OF",Delanco,Delanco,Delanco township,TRUE,NJ,New Jersey,5,17080,882100,17080,3417080,NE,5,3400517080,8075,1,4,8,2,1,2,1,34,0,1,26.68428981,0,1,2,3,1,25.63456855,8.362408978,6.504759433,32.31387087,42.4,82.8,48.7,15.9,16.9970986,58.8,82.4,11.25618635,2,1,0,0,100,0
174597,174597,Township of Deptford,"DEPTFORD, TOWNSHIP OF",Deptford,deptford,Deptford township,TRUE,NJ,New Jersey,15,17710,882149,17710,3417710,NE,15,3401517710,08096-3076,1,4,5,2,1,2,2,34,7.1467038,1,3.388318737,1,1,1,3,1,0,10.32747997,6.509813846,14.19123417,39.8,78.8,48.1,11.5,14.5143652,67.57,76.5,11.10995225,3,3,3,0,99,0
174523,174523,Township of Moorestown,"MOORESTOWN, TOWNSHIP OF",Moorestown,Moorestown,Moorestown township,TRUE,NJ,New Jersey,5,47880,882095,47880,3447880,NE,5,3400547880,08057-2471,1,4,6,2,1,2,2,34,0,1,3.219261261,0,1,1,2,1,0,9.93914423,6.283294889,8.986696114,43.4,84.5,47.6,8.6,31.7636196,58.8,79.1,11.595933,3,1,1,0,100,1
174296,174296,Borough of Neptune City,"NEPTUNE CITY, BOROUGH OF",Neptune City,Neptune City,Neptune City borough,TRUE,NJ,New Jersey,25,49920,885315,49920,3449920,NE,25,3402549920,07753-6428,1,5,7,2,1,2,1,34,10.5724682,2,4.211325463,1,1,1,3,1,0,8.490643856,7.648185285,-6.688386355,43.1,78,47.2,5.1,14.7477624,47.58,59.5,10.82285355,3,2,1,0,100,1
174685,174685,City of Ocean City,"OCEAN CITY, CITY OF",Ocean City,Ocean City,Ocean City city,TRUE,NJ,New Jersey,9,54360,885332,54360,3454360,NE,9,3400954360,08226-3624,1,1,6,2,1,2,1,34,0,2,90.08090359,0,1,2,3,1,16.62203937,9.367429587,6.150510341,-23.91078164,53.6,92.1,47,4.4,21.987143,56.98,61.8,10.91875446,3,3,2,0,57,0
174117,174117,Borough of Oradell,"ORADELL, BOROUGH OF",Oradell,Oradell,Oradell borough,TRUE,NJ,New Jersey,3,54990,885337,54990,3454990,NE,3,3400354990,7649,1,5,7,2,1,2,1,34,6.3030058,1,1.996053655,1,1,1,3,1,4.12171065,8.984443032,7.132100311,-0.857462408,44.1,85.8,47.8,5.1,32.7620968,54.34,89.9,11.72601868,3,2,0,0,100,1
174695,174695,City of Somers Point,"SOMERS POINT, CITY OF",Somers Point,Somers Point,Somers Point city,TRUE,NJ,New Jersey,1,68430,885397,68430,3468430,NE,1,3400168430,08244-1770,1,1,6,2,1,2,1,34,0,2,51.87111358,0,1,2,3,1,15.1808872,9.286838343,6.844920134,-7.051833993,41.4,78.7,46.9,1.8,12.8374706,56.98,56.4,10.76451924,3,2,3,2,82,1
174167,174167,Borough of Tenafly,"TENAFLY, BOROUGH OF",Tenafly,Tenafly,Tenafly borough,TRUE,NJ,New Jersey,3,72420,885417,72420,3472420,NE,3,3400372420,07670-1960,1,5,6,2,1,2,2,34,12.9291517,1,13.13744193,2,1,2,5,1,0,9.581076,6.987558046,4.939881211,41.8,69.3,48.3,9.8,37.7346596,54.34,78.6,11.74296518,4,2,4,1,100,1
174170,174170,Borough of Westwood,"WESTWOOD, BOROUGH OF",Westwood,Westwood,Westwood borough,TRUE,NJ,New Jersey,3,80270,885442,80270,3480270,NE,3,3400380270,07675-2001,1,5,6,2,1,2,1,34,19.0000757,0,0,2,0,0,2,1,0,9.297251744,7.513157106,-0.827347941,41.8,83,48.1,10.1,26.3588706,54.34,61.9,11.27888526,3,2,4,0,100,1
174698,174698,Borough of Wildwood Crest,"WILDWOOD CREST, BOROUGH OF",Wildwood Crest,Wildwood Crest,Wildwood Crest borough,TRUE,NJ,New Jersey,9,81200,885445,81200,3481200,NE,9,3400981200,08260-4113,1,5,8,2,1,2,3,34,0,2,66.01933001,0,1,2,3,1,14.78975739,8.092545264,6.906495476,-17.83919598,49.8,93.2,49,6.3,18.2572614,45.03,66,10.73880681,4,2,1,0,88,0
174731,174731,Borough of Buena,"BUENA, BOROUGH OF",Buena,Minotola,Buena borough,TRUE,NJ,New Jersey,1,8680,885173,8680,348680,NE,1,3400108680,08341-1008,1,5,8,2,1,2,1,34,0,2,0,0,1,0,1,1,0,8.434463544,5.458082867,18.8484379,37.4,73.5,48,5.7,9.8226164,56.98,60,10.87917863,3,3,1,0,44,0
107845,107845,Township of Franklin (Gloucester),"FRANKLIN (GLOUCESTER), TOWNSHI",Franklin (Gloucester),Franklinville,Franklin township,TRUE,NJ,New Jersey,15,24840,882138,24840,3424840,NE,15,3401524840,08322-2391,1,4,6,2,1,2,1,34,6.2735091,2,0,1,1,0,2,1,0.813832689,9.730323934,4.754600777,8.754687702,40,88.4,50.1,8.9,10.367893,55.42,89.6,11.21622956,3,3,3,0,23,0
107987,107987,Township of Hopewell,"HOPEWELL, TOWNSHIP OF",Hopewell,Titusville,Hopewell township,TRUE,NJ,New Jersey,21,33180,882129,33180,3433180,NE,21,3402133180,8560,1,4,6,2,1,2,1,34,5.5483013,1.954248366,0,1,1,0,2,1,0,9.758692968,4.730448656,7.44489289,44.4,86.7,49.2,10.8,35.1228336,42.63,92,11.7966974,4,3,3,2,18,1
500307,500307,Township of Long Hill,"LONG HILL, TOWNSHIP OF",Long Hill,Gillette,Long Hill township,TRUE,NJ,New Jersey,27,41362,882196,41362,3441362,NE,27,3402741362,7933,1,4,7,2,1,2,1,34,0.3470659,2,0,0,1,0,1,1,28.01958809,9.071308163,5.958943693,-0.854506095,43.9,90.6,49.3,9.9,32.5666552,45.47,85.6,11.70098884,2,2,2,0,87,0
325429,325429,Township of Mendham,"MENDHAM, TOWNSHIP OF",Mendham,Brookside,Mendham township,TRUE,NJ,New Jersey,27,45360,882200,45360,3445360,NE,27,3402745360,07926-0520,1,4,7,2,1,2,2,34,0.0122178,2,0,0,1,0,1,1,0,8.677439541,4.834699236,8.685185185,44.6,93.3,49.4,14.3,38.695279,45.47,94.9,11.99612292,3,2,2,0,28,0
174749,174749,Township of Montgomery,"MONTGOMERY, TOWNSHIP OF",Montgomery,Belle Mead,Montgomery township,TRUE,NJ,New Jersey,35,47580,882168,47580,3447580,NE,35,3403547580,08502-4012,1,4,6,2,1,2,2,34,8.4822448,2,0,1,1,0,2,1,0,10.01027705,5.57813982,27.30392998,40.8,67.7,48.5,16.8,42.6638675,42.63,80.2,11.8920466,4,2,3,1,52,1
173703,173703,Township of Parsippany-Troy Hills,"PARSIPPANY-TROY HILLS, TOWNSHI",Parsippany-Troy Hills,Parsippany,Parsippany-Troy Hills township,TRUE,NJ,New Jersey,27,56460,882206,56460,3456460,NE,27,3402756460,07054-1222,1,4,4,2,1,2,1,34,0,2,0,0,1,0,1,1,16.26764701,10.88252771,6.875668224,5.111650773,40.5,62.4,49.3,14.6,31.7554017,45.47,62.6,11.35930798,3,3,2,0,100,1
174382,174382,Township of Roxbury,"ROXBURY, TOWNSHIP OF",Roxbury,Ledgewood,Roxbury township,TRUE,NJ,New Jersey,27,64980,882203,64980,3464980,NE,27,3402764980,7852,1,4,6,2,1,2,2,34,0.00875,2,0,0,1,0,1,1,1.61506956,10.05723815,6.031671512,-2.340576979,41.9,88.2,48.9,11.5,25.6755601,38.89,87.2,11.46872276,2,2,0,0,72,1
173895,173895,Borough of Elmwood Park,"ELMWOOD PARK, BOROUGH OF",Elmwood Park,Elmwood Park,Elmwood Park borough,TRUE,NJ,New Jersey,3,21300,885207,21300,3421300,NE,3,3400321300,07407-1407,1,5,6,2,1,2,1,34,9.5150659,1,0,1,1,0,2,1,0,9.873182972,7.919279411,2.525759577,39.5,75.4,47.8,10,15.5043198,60.44,59.3,11.10824505,4,2,3,0,100,0
173904,173904,Borough of Franklin Lakes,"FRANKLIN LAKES, BOROUGH OF",Franklin Lakes,Franklin Lakes,Franklin Lakes borough,TRUE,NJ,New Jersey,3,24990,885225,24990,3424990,NE,3,3400324990,07417-1914,1,5,6,2,1,2,1,34,10.0611936,1,0,1,1,0,2,1,0,9.267665439,6.025176198,1.611974669,44.9,88.9,49.2,10.4,35.1703788,54.34,89.2,11.92651746,3,1,4,0,100,0
173965,173965,Borough of Glen Rock,"GLEN ROCK, BOROUGH OF",Glen Rock,Glen Rock,Glen Rock borough,TRUE,NJ,New Jersey,3,26640,885233,26640,3426640,NE,3,3400326640,07452-2114,1,5,6,2,1,2,1,34,8.1598328,1,0,1,1,0,2,1,0,9.35884658,7.407503438,0.476355448,42.2,87.2,48.6,10.8,36.7518406,60.44,92.2,11.85567794,3,2,3,0,100,0
174643,174643,Borough of Merchantville,"MERCHANTVILLE, BOROUGH OF",Merchantville,Merchantville,Merchantville borough,TRUE,NJ,New Jersey,7,45510,885297,45510,3445510,NE,7,3400745510,08109-5103,1,5,8,2,1,2,1,34,0,1,0,0,1,0,1,1,0,8.248267447,7.818422829,0.526177322,38.6,76.6,47.7,4.6,24.1460235,67.57,61.1,11.04064725,3,2,0,0,100,0
173667,173667,Township of Millburn,"MILLBURN, TOWNSHIP OF",Millburn,Millburn,Millburn township,TRUE,NJ,New Jersey,13,46380,882221,46380,3446380,NE,13,3401346380,07041-1377,1,4,6,2,1,2,2,34,12.7213231,2,0,2,1,0,3,1,0.469795852,9.910909938,6.672705522,1.942828232,41,80.2,48.8,5.9,42.6796272,45.47,82,12.01734864,3,2,1,0,100,1
173937,173937,Borough of Oakland,"OAKLAND, BOROUGH OF",Oakland,Oakland,Oakland borough,TRUE,NJ,New Jersey,3,53850,885330,53850,3453850,NE,3,3400353850,07436-1868,1,5,6,2,1,2,2,34,8.9295766,2,0,1,1,0,2,1,0,9.453600227,6.330601016,2.310283972,42.8,92.7,48.9,11.7,27.7804145,60.44,93.2,11.62079284,3,2,1,0,99,0
174783,174783,Borough of Princeton,"PRINCETON, BOROUGH OF",Princeton,Princeton,Princeton,TRUE,NJ,New Jersey,21,60900,2743608,60900,3460900,NE,21,3402160900,08542-0390,1,5,6,2,1,2,1,34,12.6457378,2,0,2,1,0,3,1,0,9.417923485,5.553326516,-13.3492924,22.9,72.1,51.1,4.7,34.3892125,52.5,47.4,11.55439365,3,2,4,0.25,72,1
173791,173791,Township of Union,"UNION, TOWNSHIP OF",Union,Union,Union township,TRUE,NJ,New Jersey,39,74480,882212,74480,3474480,NE,39,3403974480,07083-1894,1,4,4,2,1,2,1,34,12.5012902,2,0,2,1,0,3,1,0,10.94450604,7.786520061,4.111754434,39.6,53.8,47.3,9,18.5254961,76,75.4,11.20805654,4,2,4,0,100,1
173985,173985,Borough of Waldwick,"WALDWICK, BOROUGH OF",Waldwick,Waldwick,Waldwick borough,TRUE,NJ,New Jersey,3,76400,885429,76400,3476400,NE,3,3400376400,07463-1809,1,5,7,2,1,2,1,34,4.9112529,0,0,1,0,0,1,1,0,9.172119159,7.494840055,0.031178549,41.2,90.6,49.5,9.7,25.5427975,54.34,88,11.46974653,2,1,2,0.5,100,1
203184,203184,Village of Los Lunas,"LOS LUNAS, VILLAGE OF",Los Lunas,Los Lunas,Los Lunas CCD,TRUE,NM,New Mexico,61,91890,1937552,43370,3543370,MP,61,3506191890,87031-1209,1,3,6,8,4,3,1,35,15.9922781,14.20300752,0,2,2,0,4,0,0,10.92882998,4.093968764,455.7205501,36.6,71.4,50.8,7.2,9.1574553,60,81.3,10.68636117,3,1,0,0,16,0
203235,203235,City of Aztec,"AZTEC, CITY OF",Aztec,Aztec,Aztec CCD,TRUE,NM,New Mexico,45,90180,1937496,5780,355780,MP,45,3504590180,87410-1915,1,1,7,8,4,3,2,35,4.6327139,22,0,1,2,0,3,0,0,10.14749199,3.673494252,300.2351834,34.5,73.1,50.6,2.9,8.744763,57.39,77.8,10.83091603,3,2,2,0,7,0
203327,203327,City of Clovis,"CLOVIS, CITY OF",Clovis,Clovis,Clovis CCD,TRUE,NM,New Mexico,9,90720,1937513,16420,3516420,MP,9,3500990720,88101-0760,1,1,5,8,4,3,2,35,3.0122758,11.78235294,0,1,2,0,3,0,0,10.75477032,3.537865776,43.42608749,31.2,69.1,50.2,5.2,9.2067958,38.7,60.5,10.55539599,3,1,4,0,4,1
203215,203215,City of Gallup,"GALLUP, CITY OF",Gallup,Gallup,Gallup CCD,TRUE,NM,New Mexico,31,91350,1937534,28460,3528460,MP,31,3503191350,87305-1270,1,1,6,8,4,3,2,35,9.3556554,27,0,1,2,0,3,0,0,10.06963738,5.072769658,16.85387699,31.8,34.2,47.8,5.5,10.3722687,71.4,56.9,10.65143064,4,3,2,0,20,0
203362,203362,City of Lovington,"LOVINGTON, CITY OF",Lovington,Lovington,Lovington CCD,TRUE,NM,New Mexico,25,91950,1937554,44490,3544490,MP,25,3502591950,88260-1268,1,1,7,8,4,3,2,35,0.0506277,12.23362511,0,0,2,0,2,0,0.183824819,9.590419294,1.483138385,54.40819343,31.3,70.2,50.1,3.3,5.7785467,37.1,74.2,10.65192752,4,2,0,0,1,0
161140,161140,City of Rio Rancho,"RIO RANCHO, CITY OF",Rio Rancho,Rio Rancho,Rio Rancho CCD,TRUE,NM,New Mexico,43,92655,1937499,63460,3563460,MP,43,3504392655,87144-4501,1,1,4,8,4,3,1,35,3.7502074,22.1881919,0,1,2,0,3,0,0,11.64185504,4.659554835,119.7643195,38.4,75.4,48.8,11.1,16.4812388,55.7,80.2,10.99989742,2,2,1,0,13,1
161419,161419,City of Roswell,"ROSWELL, CITY OF",Roswell,Roswell,Roswell CCD,TRUE,NM,New Mexico,5,92670,1937579,64930,3564930,MP,5,3500592670,88202-1838,1,1,5,8,4,3,2,35,12.3953518,18.56756757,0,2,2,0,4,0,0,10.78193103,6.077898967,6.292363058,35.3,71.2,48.7,6,8.1061647,37.1,67.9,10.50783084,2,1,0,0,43,0
203377,203377,Village of Ruidoso,"RUIDOSO, VILLAGE OF",Ruidoso,Ruidoso,Ruidoso CCD,TRUE,NM,New Mexico,27,92700,1937580,65210,3565210,MP,27,3502792700,88345-6939,1,3,7,8,4,3,2,35,1.6518201,22.74025976,0,1,2,0,3,0,0,9.59021413,3.451275355,89.93244999,49.1,85,48.4,0.4,12.6987477,36.5,72.8,10.70654239,4,4,2,1,5,0
161366,161366,Town of Silver City,"SILVER CITY, TOWN OF",Silver City,Silver City,Silver City CCD,TRUE,NM,New Mexico,17,93000,1937591,73260,3573260,MP,17,3501793000,88062-1188,1,2,6,8,4,3,2,35,3.6024013,23.51758794,0,1,2,0,3,0,0,9.737905112,4.448510773,60.72072072,43.3,84.8,48.7,1.3,14.7369028,59.2,67.5,10.53188286,3,4,6,4,13,0
161773,161773,City of Sparks,"SPARKS, CITY OF",Sparks,Sparks,Sparks CCD,TRUE,NV,Nevada,31,94794,1937475,68400,3268400,WC,31,3203194794,89432-0857,1,1,4,8,4,2,2,32,16.2359294,17.95454546,0,2,2,0,4,0,0,10.95257691,7.211816401,-13.93452507,36,71.7,49.5,8.1,7.8126986,55.6,51.7,10.72079738,2,2,1,0,87,0
161856,161856,Carson City,CARSON CITY,Carson City,Carson City,Carson City CCD,TRUE,NV,Nevada,510,94140,1937425,9700,329700,WC,510,3251094140,89701-4289,1,1,4,8,4,2,2,32,4.5988039,14.85866667,0,1,2,0,3,0,7.608308868,10.92005791,4.989746283,5.370112664,41.7,81.1,51.9,10.7,11.1060948,55.6,59.4,10.86028663,2,2,0,0,14,0
203491,203491,City of Elko,"ELKO, CITY OF",Elko,Elko,Elko CCD,TRUE,NV,Nevada,7,94266,1937434,22500,3222500,WC,7,3200794266,89801-3401,1,1,6,8,4,3,2,32,3.5159646,14.24242424,0,1,2,0,3,0,0.024815068,10.51715853,1.605213374,121.1156332,33.5,83.2,51.5,2.6,9.6507302,28.6,71.5,11.17852907,3,1,0,0,1,0
379581,379581,City of Fernley,"FERNLEY, CITY OF",Fernley,Fernley,Fernley CCD,TRUE,NV,Nevada,19,94322,1937438,24900,3224900,WC,19,3201994322,89408-8642,1,1,7,8,4,2,2,32,2.4381803,17.99782609,0,1,2,0,3,0,3.117219761,9.879143629,3.740918417,104.708967,36.2,84.5,50.3,12.5,5.8858663,55.6,67.9,10.885772,2,1,2,0,6,0
203419,203419,City of Las Vegas,"LAS VEGAS, CITY OF",Las Vegas,Las Vegas,Las Vegas CCD,TRUE,NV,Nevada,3,94504,1937450,40000,3240000,WC,3,3200394504,89101-2927,1,1,1,8,4,1,2,32,2.1500092,22.76623379,0,1,2,0,3,0,0.380682186,14.38758837,7.267584547,230.960319,35.1,59.9,50.3,3.4,11.4546245,58.8,55.4,10.91308646,4,3,6,4.5,81,0
350952,350952,Town of Pahrump,"PAHRUMP, TOWN OF",Pahrump,Pahrump,Pahrump CCD,TRUE,NV,Nevada,23,94644,1937460,53800,3253800,WC,23,3202394644,89060-4013,1,2,7,8,4,2,2,32,9.110655,16.98640565,0,1,2,0,3,0,0.828818726,10.50733893,2.989067046,392.7667026,49.8,86.2,50,2,4.4555826,41.8,74.2,10.60811854,2,2,2,0.01,6,0
207899,207899,City of Winnemucca,"WINNEMUCCA, CITY OF",Winnemucca,Winnemucca,Winnemucca CCD,TRUE,NV,Nevada,13,94910,1937487,84800,3284800,WC,13,3201394910,89445-3298,1,1,7,8,4,3,2,32,0.8497217,15.29024596,0,1,2,0,3,0,0.1040227,9.51281253,0.830992528,88.62559242,34.9,80.6,51.8,2.3,8.3270592,34.1,70.5,11.03519607,2,1,1,0,0,0
440090,440090,Town of Ossining,"OSSINING, TOWN OF",Ossining,Ossining,Ossining town,TRUE,NY,New York,119,55541,979323,55541,3655541,NE,119,3611955541,10562,1,2,5,2,1,2,1,36,28.5883234,0,27.13668373,2,0,2,4,1,0,10.53672548,6.829882872,3.120381015,39.3,65,51.1,6.2,26.9889333,63.39,64.2,11.3591797,4,4,4,0.3,96,0
175090,175090,City of Peekskill,"PEEKSKILL, CITY OF",Peekskill,Peekskill,Peekskill city,TRUE,NY,New York,119,56979,979348,56979,3656979,NE,119,3611956979,10566-2016,1,1,6,2,1,2,2,36,24.6039019,0,23.21007107,2,0,2,4,1,0,10.06828139,7.394263311,5.088899782,37.5,51.3,48.9,4.1,14.2377261,63.39,54.1,10.9644672,3,2,0,0,79,1
175502,175502,City of Beacon,"BEACON, CITY OF",Beacon,Beacon,Beacon city,TRUE,NY,New York,27,5100,978716,5100,365100,NE,27,3602705100,12508-2526,1,1,6,2,1,2,1,36,5.6728521,0,2.44465288,1,0,1,2,1,4.140986256,9.651236972,7.157616562,12.55069525,39.8,63.6,53.2,8.3,14.85091,53.71,56.5,11.01841601,4,2,2,0,100,0
396806,396806,Town of Islip,"ISLIP, TOWN OF",Islip,Islip,Islip town,TRUE,NY,New York,103,38000,979097,38000,3638000,NE,103,3610338000,11751,1,2,2,2,1,2,1,36,9.4546377,1,43.73052064,1,1,2,4,1,0.490604476,12.72350539,6.683167038,4.008220401,37.6,73.3,49.3,11.5,14.9031935,52.53,76.4,11.31642384,4,3,4,2,61,0
303453,303453,Village of Mamaroneck,"MAMARONECK, VILLAGE OF",Mamaroneck,Mamaroneck,Mamaroneck town,TRUE,NY,New York,119,44842,979188,44831,3644831,NE,119,3611944842,10543-3760,1,3,6,2,1,2,2,36,12.3197765,1,56.74054638,2,1,2,5,1,0,10.280416,6.685111314,55.48208191,40.7,84.1,48.4,4.6,36.7141081,63.39,68.7,11.62457417,3,2,2,0,48,1
175177,175177,City of New Rochelle,"NEW ROCHELLE, CITY OF",New Rochelle,New Rochelle,New Rochelle city,TRUE,NY,New York,119,50617,979271,50617,3650617,NE,119,3611950617,10801,1,1,4,2,1,2,2,36,11.0467436,1,22.92105369,1,1,2,4,1,0,11.25236557,7.717809741,6.76068826,38.4,65.2,48,4.2,21.3259829,63.39,51.2,11.08700762,3,2,3,1,81,0
175964,175964,Village of Albion,"ALBION, VILLAGE OF",Albion,Albion,Albion town,TRUE,NY,New York,73,1044,978660,1033,361033,NE,73,3607301044,14411,1,3,7,2,1,2,1,36,0,0,0,0,0,0,0,1,0,9.044049632,4.859595701,13.84780855,36.7,76.3,49.7,15.2,7.9717691,39.88,59.7,10.50679208,2,1,0,0,9,0
175854,175854,City of Binghamton,"BINGHAMTON, CITY OF",Binghamton,Binghamton,Binghamton town,TRUE,NY,New York,7,6618,978734,6607,366607,NE,7,3600706618,13901-3709,1,1,5,2,1,1,1,36,0,0,0,0,0,0,0,1,0,8.505525387,4.321530364,-89.56943858,44.1,95.3,50.4,17,18.4375632,53.14,90.9,11.12768936,4,4,3,1,3,0
175972,175972,City of Canandaigua,"CANANDAIGUA, CITY OF",Canandaigua,Canandaigua,Canandaigua city,TRUE,NY,New York,69,12144,978784,12144,3612144,NE,69,3606912144,14424-1448,1,1,6,2,1,2,2,36,0,0,0,0,0,0,0,1,4.062508175,9.263407093,6.774857385,-6.383167614,42.5,95.1,47,10.7,17.737404,49.2,51.5,10.686841,3,1,0,0,100,1
175761,175761,Village of Canton,"CANTON, VILLAGE OF",Canton,Canton,Canton town,TRUE,NY,New York,89,12342,978789,12331,3612331,NE,89,3608912342,13617-1229,1,3,7,2,1,3,1,36,0,0,0,0,0,0,0,1,5.868792827,9.305195903,3.751878943,86.92621557,25.3,91.9,49,4.2,13.1962926,57.36,63.3,10.88141886,2,1,0,0,4,0
110700,110700,City of Corning,"CORNING, CITY OF",Corning,Corning,Corning city,TRUE,NY,New York,101,18256,978867,18256,3618256,NE,101,3610118256,14830-2844,1,1,6,2,1,3,2,36,0,0,0,0,0,0,0,1,0,9.322150047,7.18846488,3.145176167,36.5,91.8,48.2,22,14.9589979,40.92,51.4,10.52470899,2,2,0,0,97,1
175588,175588,Village of Dannemora,"DANNEMORA, VILLAGE OF",Dannemora,Dannemora,Dannemora town,TRUE,NY,New York,19,19653,978883,19642,3619642,NE,19,3601919653,12929-0566,1,3,8,2,1,3,1,36,0.0017,0,0,0,0,0,0,1,10.06791041,8.496582238,3.463832566,18.62436425,38.6,59.5,79.2,10.2,4.2349181,60.64,75,10.73504794,2,2,0,0,0,0
